Year,Commodity Code,Crop Name,County Code,County,Harvested Acres,Yield,Production,Price P/U,Unit,Value
2021,268099.0,Almond Hulls,999,State Total,,,2499200.0,130.51,Tons,330560000.0
2021,261999.0,"Almonds, All",7,Butte,37200.0,0.9,33600.0,3445.06,Tons,115754000.0
2021,261999.0,"Almonds, All",11,Colusa,67700.0,0.82,55500.0,3922.79,Tons,217715000.0
2021,261999.0,"Almonds, All",19,Fresno,287000.0,1.27,364000.0,3736.0,Tons,1359904000.0
2021,261999.0,"Almonds, All",21,Glenn,64500.0,0.99,63800.0,3601.21,Tons,229757000.0
2021,261999.0,"Almonds, All",29,Kern,231000.0,1.13,260000.0,4356.86,Tons,1132783000.0
2021,261999.0,"Almonds, All",31,Kings,37100.0,1.2,44600.0,4007.85,Tons,178750000.0
2021,261999.0,"Almonds, All",39,Madera,160000.0,1.2,192000.0,3685.0,Tons,707520000.0
2021,261999.0,"Almonds, All",47,Merced,121000.0,1.1,133000.0,3653.07,Tons,485858000.0
2021,261999.0,"Almonds, All",61,Placer,4170.0,0.81,3380.0,3500.0,Tons,11830000.0
2021,261999.0,"Almonds, All",67,Sacramento,1750.0,0.9,1580.0,4567.09,Tons,7216000.0
2021,261999.0,"Almonds, All",77,San Joaquin,109000.0,1.16,126000.0,3601.3,Tons,453764000.0
2021,261999.0,"Almonds, All",95,Solano,22400.0,0.88,19600.0,3628.72,Tons,71123000.0
2021,261999.0,"Almonds, All",99,Stanislaus,227000.0,1.15,262000.0,3873.95,Tons,1014975000.0
2021,261999.0,"Almonds, All",101,Sutter,18100.0,0.61,11000.0,3344.73,Tons,36792000.0
2021,261999.0,"Almonds, All",103,Tehama,17900.0,0.97,17400.0,4480.8,Tons,77966000.0
2021,261999.0,"Almonds, All",107,Tulare,89600.0,1.08,96800.0,3450.0,Tons,333960000.0
2021,261999.0,"Almonds, All",113,Yolo,45100.0,0.85,38300.0,3580.0,Tons,137114000.0
2021,261999.0,"Almonds, All",115,Yuba,2640.0,0.62,1640.0,4027.44,Tons,6605000.0
2021,261999.0,"Almonds, All",998,Sum of Others,106.0,,,,,48400.0
2021,261999.0,"Almonds, All",999,State Total,1543266.0,1.12,1724200.0,3815.91,Tons,6579434400.0
2021,218899.0,"Fruits & Nuts, Unspecified",29,Kern,,,639000.0,102.76,Tons,65666000.0
2021,218899.0,"Fruits & Nuts, Unspecified",31,Kings,,,22300.0,14.98,Tons,334000.0
2021,218899.0,"Fruits & Nuts, Unspecified",77,San Joaquin,,,126000.0,4.24,Tons,534000.0
2021,218899.0,"Fruits & Nuts, Unspecified",99,Stanislaus,,,262000.0,5.87,Tons,1537000.0
2021,218899.0,"Fruits & Nuts, Unspecified",998,Sum of Others,,,,,,922000.0
2021,218899.0,"Fruits & Nuts, Unspecified",999,State Total,,,1049300.0,64.87,Tons,68993000.0
2021,473999.0,"Animal Fibers, Misc",103,Tehama,,,20600.0,2.15,Lbs,44200.0
2021,473999.0,"Animal Fibers, Misc",998,Sum of Others,,,,,,5460.0
2021,473999.0,"Animal Fibers, Misc",999,State Total,,,20600.0,2.15,Lbs,49660.0
2021,472999.0,Wool,21,Glenn,,,28400.0,2.15,Lbs,61000.0
2021,472999.0,Wool,27,Inyo,,,29700.0,1.76,Lbs,52200.0
2021,472999.0,Wool,29,Kern,,,445000.0,2.15,Lbs,956000.0
2021,472999.0,Wool,31,Kings,,,117000.0,2.37,Lbs,277000.0
2021,472999.0,Wool,41,Marin,,,29700.0,0.98,Lbs,29000.0
2021,472999.0,Wool,45,Mendocino,,,20000.0,1.05,Lbs,21000.0
2021,472999.0,Wool,47,Merced,,,63300.0,2.16,Lbs,137000.0
2021,472999.0,Wool,51,Mono,,,62000.0,1.76,Lbs,109000.0
2021,472999.0,Wool,63,Plumas,,,1930.0,5.0,Lbs,9640.0
2021,472999.0,Wool,77,San Joaquin,,,68000.0,2.19,Lbs,149000.0
2021,472999.0,Wool,91,Sierra,,,2530.0,8.73,Lbs,22100.0
2021,472999.0,Wool,93,Siskiyou,,,13100.0,1.95,Lbs,25500.0
2021,472999.0,Wool,95,Solano,,,72700.0,2.1,Lbs,153000.0
2021,472999.0,Wool,97,Sonoma,,,71500.0,0.51,Lbs,36500.0
2021,472999.0,Wool,99,Stanislaus,,,20700.0,0.48,Lbs,10000.0
2021,472999.0,Wool,998,Sum of Others,,,,,,736000.0
2021,472999.0,Wool,999,State Total,,,1045560.0,1.96,Lbs,2783940.0
2021,333999.0,Anise (Fennel),53,Monterey,676.0,18.79,12700.0,870.0,Tons,11049000.0
2021,333999.0,Anise (Fennel),998,Sum of Others,128.0,,,,,5744000.0
2021,333999.0,Anise (Fennel),999,State Total,804.0,18.79,12700.0,870.0,Tons,16793000.0
2021,,"Apiary, All",7,Butte,,,,,,18804000.0
2021,,"Apiary, All",9,Calaveras,,,,,,33000.0
2021,,"Apiary, All",11,Colusa,,,,,,27262000.0
2021,,"Apiary, All",13,Contra Costa,,,,,,1480000.0
2021,,"Apiary, All",17,El Dorado,,,,,,1969000.0
2021,,"Apiary, All",19,Fresno,,,,,,133585000.0
2021,,"Apiary, All",27,Inyo,,,,,,214000.0
2021,,"Apiary, All",29,Kern,,,,,,107363000.0
2021,,"Apiary, All",31,Kings,,,,,,19622000.0
2021,,"Apiary, All",39,Madera,,,,,,68616000.0
2021,,"Apiary, All",43,Mariposa,,,,,,48200.0
2021,,"Apiary, All",47,Merced,,,,,,49448000.0
2021,,"Apiary, All",49,Modoc,,,,,,247000.0
2021,,"Apiary, All",53,Monterey,,,,,,181000.0
2021,,"Apiary, All",57,Nevada,,,,,,451000.0
2021,,"Apiary, All",61,Placer,,,,,,325000.0
2021,,"Apiary, All",63,Plumas,,,,,,20700.0
2021,,"Apiary, All",65,Riverside,,,,,,5924000.0
2021,,"Apiary, All",67,Sacramento,,,,,,590000.0
2021,,"Apiary, All",71,San Bernardino,,,,,,5132000.0
2021,,"Apiary, All",73,San Diego,,,,,,3741000.0
2021,,"Apiary, All",77,San Joaquin,,,,,,54045000.0
2021,,"Apiary, All",81,San Mateo,,,,,,418000.0
2021,,"Apiary, All",83,Santa Barbara,,,,,,665000.0
2021,,"Apiary, All",85,Santa Clara,,,,,,332000.0
2021,,"Apiary, All",89,Shasta,,,,,,10304000.0
2021,,"Apiary, All",91,Sierra,,,,,,9820.0
2021,,"Apiary, All",95,Solano,,,,,,7551000.0
2021,,"Apiary, All",97,Sonoma,,,,,,596000.0
2021,,"Apiary, All",99,Stanislaus,,,,,,111811000.0
2021,,"Apiary, All",101,Sutter,,,,,,8589000.0
2021,,"Apiary, All",103,Tehama,,,,,,19977000.0
2021,,"Apiary, All",107,Tulare,,,,,,79128000.0
2021,,"Apiary, All",109,Tuolumne,,,,,,52600.0
2021,,"Apiary, All",111,Ventura,,,,,,7913000.0
2021,,"Apiary, All",113,Yolo,,,,,,22085000.0
2021,,"Apiary, All",115,Yuba,,,,,,691000.0
2021,,"Apiary, All",998,Sum of Others,,,,,,58477000.0
2021,,"Apiary, All",999,State Total,,,,,,827700320.0
2021,483999.0,"Apiary Prod, Bees, Packaged, Bulk",21,Glenn,,,120000.0,37.63,Lbs,4516000.0
2021,483999.0,"Apiary Prod, Bees, Packaged, Bulk",47,Merced,,,52400.0,31.24,Lbs,1637000.0
2021,483999.0,"Apiary Prod, Bees, Packaged, Bulk",998,Sum of Others,,,,,,138000.0
2021,483999.0,"Apiary Prod, Bees, Packaged, Bulk",999,State Total,,,172400.0,35.69,Lbs,6291000.0
2021,485999.0,"Apiary Products, Bees, Queen",11,Colusa,,,40000.0,25.0,Count,1000000.0
2021,485999.0,"Apiary Products, Bees, Queen",21,Glenn,,,380000.0,23.98,Count,9113000.0
2021,485999.0,"Apiary Products, Bees, Queen",47,Merced,,,20200.0,19.75,Count,399000.0
2021,485999.0,"Apiary Products, Bees, Queen",89,Shasta,,,258000.0,26.83,Count,6921000.0
2021,485999.0,"Apiary Products, Bees, Queen",998,Sum of Others,,,,,,981000.0
2021,485999.0,"Apiary Products, Bees, Queen",999,State Total,,,698200.0,24.97,Count,18414000.0
2021,482999.0,"Apiary Products, Beeswax",19,Fresno,,,410000.0,4.05,Lbs,1661000.0
2021,482999.0,"Apiary Products, Beeswax",29,Kern,,,544000.0,5.05,Lbs,2746000.0
2021,482999.0,"Apiary Products, Beeswax",31,Kings,,,8250.0,3.25,Lbs,26800.0
2021,482999.0,"Apiary Products, Beeswax",39,Madera,,,35000.0,3.26,Lbs,114000.0
2021,482999.0,"Apiary Products, Beeswax",47,Merced,,,23000.0,2.44,Lbs,56000.0
2021,482999.0,"Apiary Products, Beeswax",53,Monterey,,,339.0,4.69,Lbs,1590.0
2021,482999.0,"Apiary Products, Beeswax",63,Plumas,,,82.0,4.26,Lbs,349.0
2021,482999.0,"Apiary Products, Beeswax",65,Riverside,,,12100.0,3.1,Lbs,37500.0
2021,482999.0,"Apiary Products, Beeswax",91,Sierra,,,22.0,4.36,Lbs,96.0
2021,482999.0,"Apiary Products, Beeswax",99,Stanislaus,,,140000.0,3.19,Lbs,447000.0
2021,482999.0,"Apiary Products, Beeswax",107,Tulare,,,83500.0,3.5,Lbs,292000.0
2021,482999.0,"Apiary Products, Beeswax",111,Ventura,,,65800.0,4.07,Lbs,268000.0
2021,482999.0,"Apiary Products, Beeswax",998,Sum of Others,,,,,,275000.0
2021,482999.0,"Apiary Products, Beeswax",999,State Total,,,1322093.0,4.27,Lbs,5925335.0
2021,481999.0,"Apiary Products, Honey",11,Colusa,,,55000.0,5.0,Lbs,275000.0
2021,481999.0,"Apiary Products, Honey",19,Fresno,,,5192000.0,3.66,Lbs,19003000.0
2021,481999.0,"Apiary Products, Honey",27,Inyo,,,51700.0,4.04,Lbs,209000.0
2021,481999.0,"Apiary Products, Honey",29,Kern,,,4350000.0,2.4,Lbs,10440000.0
2021,481999.0,"Apiary Products, Honey",31,Kings,,,606000.0,2.75,Lbs,1668000.0
2021,481999.0,"Apiary Products, Honey",39,Madera,,,748000.0,2.35,Lbs,1758000.0
2021,481999.0,"Apiary Products, Honey",47,Merced,,,1150000.0,2.4,Lbs,2760000.0
2021,481999.0,"Apiary Products, Honey",53,Monterey,,,11300.0,2.71,Lbs,30600.0
2021,481999.0,"Apiary Products, Honey",57,Nevada,,,25300.0,5.34,Lbs,135000.0
2021,481999.0,"Apiary Products, Honey",63,Plumas,,,2260.0,9.03,Lbs,20400.0
2021,481999.0,"Apiary Products, Honey",65,Riverside,,,569000.0,2.0,Lbs,1137000.0
2021,481999.0,"Apiary Products, Honey",77,San Joaquin,,,4597000.0,2.95,Lbs,13561000.0
2021,481999.0,"Apiary Products, Honey",81,San Mateo,,,38000.0,11.0,Lbs,418000.0
2021,481999.0,"Apiary Products, Honey",89,Shasta,,,39100.0,2.35,Lbs,92000.0
2021,481999.0,"Apiary Products, Honey",91,Sierra,,,1080.0,9.0,Lbs,9720.0
2021,481999.0,"Apiary Products, Honey",99,Stanislaus,,,7084000.0,2.65,Lbs,18773000.0
2021,481999.0,"Apiary Products, Honey",107,Tulare,,,16001000.0,2.49,Lbs,39772000.0
2021,481999.0,"Apiary Products, Honey",111,Ventura,,,1092000.0,3.54,Lbs,3868000.0
2021,481999.0,"Apiary Products, Honey",998,Sum of Others,,,,,,11193000.0
2021,481999.0,"Apiary Products, Honey",999,State Total,,,41612740.0,2.74,Lbs,125122720.0
2021,489999.0,"Apiary Products, Bees, Unspecified",7,Butte,,,,,,3533000.0
2021,489999.0,"Apiary Products, Bees, Unspecified",9,Calaveras,,,,,,33000.0
2021,489999.0,"Apiary Products, Bees, Unspecified",11,Colusa,,,,,,1068000.0
2021,489999.0,"Apiary Products, Bees, Unspecified",13,Contra Costa,,,,,,1480000.0
2021,489999.0,"Apiary Products, Bees, Unspecified",17,El Dorado,,,,,,1969000.0
2021,489999.0,"Apiary Products, Bees, Unspecified",27,Inyo,,,,,,5000.0
2021,489999.0,"Apiary Products, Bees, Unspecified",29,Kern,,,,,,100000.0
2021,489999.0,"Apiary Products, Bees, Unspecified",43,Mariposa,,,,,,48200.0
2021,489999.0,"Apiary Products, Bees, Unspecified",49,Modoc,,,,,,247000.0
2021,489999.0,"Apiary Products, Bees, Unspecified",57,Nevada,,,,,,316000.0
2021,489999.0,"Apiary Products, Bees, Unspecified",61,Placer,,,,,,325000.0
2021,489999.0,"Apiary Products, Bees, Unspecified",67,Sacramento,,,,,,590000.0
2021,489999.0,"Apiary Products, Bees, Unspecified",71,San Bernardino,,,,,,5132000.0
2021,489999.0,"Apiary Products, Bees, Unspecified",73,San Diego,,,,,,79000.0
2021,489999.0,"Apiary Products, Bees, Unspecified",77,San Joaquin,,,,,,843000.0
2021,489999.0,"Apiary Products, Bees, Unspecified",83,Santa Barbara,,,,,,665000.0
2021,489999.0,"Apiary Products, Bees, Unspecified",85,Santa Clara,,,,,,332000.0
2021,489999.0,"Apiary Products, Bees, Unspecified",89,Shasta,,,,,,1520000.0
2021,489999.0,"Apiary Products, Bees, Unspecified",95,Solano,,,,,,937000.0
2021,489999.0,"Apiary Products, Bees, Unspecified",97,Sonoma,,,,,,596000.0
2021,489999.0,"Apiary Products, Bees, Unspecified",99,Stanislaus,,,,,,1108000.0
2021,489999.0,"Apiary Products, Bees, Unspecified",103,Tehama,,,,,,12613000.0
2021,489999.0,"Apiary Products, Bees, Unspecified",109,Tuolumne,,,,,,52600.0
2021,489999.0,"Apiary Products, Bees, Unspecified",113,Yolo,,,,,,22085000.0
2021,489999.0,"Apiary Products, Bees, Unspecified",998,Sum of Others,,,,,,724000.0
2021,489999.0,"Apiary Products, Bees, Unspecified",999,State Total,,,,,,56400800.0
2021,486999.0,"Apiary Products, Pollination Fees",7,Butte,,,,,,15271000.0
2021,486999.0,"Apiary Products, Pollination Fees",11,Colusa,,,135000.0,184.58,Colonies,24919000.0
2021,486999.0,"Apiary Products, Pollination Fees",19,Fresno,,,,,,112921000.0
2021,486999.0,"Apiary Products, Pollination Fees",21,Glenn,,,,,,29832000.0
2021,486999.0,"Apiary Products, Pollination Fees",25,Imperial,,,30700.0,75.41,Colonies,2315000.0
2021,486999.0,"Apiary Products, Pollination Fees",29,Kern,,,483000.0,194.78,Colonies,94077000.0
2021,486999.0,"Apiary Products, Pollination Fees",31,Kings,,,94200.0,190.32,Colonies,17928000.0
2021,486999.0,"Apiary Products, Pollination Fees",39,Madera,,,324000.0,206.0,Colonies,66744000.0
2021,486999.0,"Apiary Products, Pollination Fees",47,Merced,,,224000.0,199.09,Colonies,44596000.0
2021,486999.0,"Apiary Products, Pollination Fees",53,Monterey,,,2340.0,63.67,Colonies,149000.0
2021,486999.0,"Apiary Products, Pollination Fees",65,Riverside,,,25000.0,190.0,Colonies,4750000.0
2021,486999.0,"Apiary Products, Pollination Fees",73,San Diego,,,,,,3662000.0
2021,486999.0,"Apiary Products, Pollination Fees",77,San Joaquin,,,208000.0,190.58,Colonies,39641000.0
2021,486999.0,"Apiary Products, Pollination Fees",89,Shasta,,,8630.0,205.21,Colonies,1771000.0
2021,486999.0,"Apiary Products, Pollination Fees",95,Solano,,,39000.0,169.59,Colonies,6614000.0
2021,486999.0,"Apiary Products, Pollination Fees",99,Stanislaus,,,453000.0,201.95,Colonies,91483000.0
2021,486999.0,"Apiary Products, Pollination Fees",101,Sutter,,,69700.0,106.01,Colonies,7389000.0
2021,486999.0,"Apiary Products, Pollination Fees",103,Tehama,,,37000.0,199.03,Colonies,7364000.0
2021,486999.0,"Apiary Products, Pollination Fees",107,Tulare,,,251000.0,155.63,Colonies,39064000.0
2021,486999.0,"Apiary Products, Pollination Fees",111,Ventura,,,,,,3777000.0
2021,486999.0,"Apiary Products, Pollination Fees",115,Yuba,,,11600.0,59.57,Colonies,691000.0
2021,486999.0,"Apiary Products, Pollination Fees",998,Sum of Others,,,,,,589000.0
2021,486999.0,"Apiary Products, Pollination Fees",999,State Total,,,2396170.0,187.59,,615547000.0
2021,211999.0,"Apples, All",17,El Dorado,831.0,,,,,31006000.0
2021,211999.0,"Apples, All",45,Mendocino,216.0,1.1,237.0,691.98,Tons,164000.0
2021,211999.0,"Apples, All",61,Placer,48.0,0.48,23.0,3365.22,Tons,77400.0
2021,211999.0,"Apples, All",65,Riverside,22.0,2.64,58.0,1913.79,Tons,111000.0
2021,211999.0,"Apples, All",69,San Benito,330.0,21.61,7130.0,213.88,Tons,1525000.0
2021,211999.0,"Apples, All",71,San Bernardino,255.0,1.26,321.0,5869.16,Tons,1884000.0
2021,211999.0,"Apples, All",73,San Diego,133.0,1.62,215.0,2372.09,,510000.0
2021,211999.0,"Apples, All",77,San Joaquin,1730.0,23.87,41300.0,347.6,Tons,14356000.0
2021,211999.0,"Apples, All",87,Santa Cruz,2010.0,14.83,29800.0,368.09,Tons,10969000.0
2021,211999.0,"Apples, All",93,Siskiyou,26.0,,,,,38000.0
2021,211999.0,"Apples, All",97,Sonoma,2140.0,3.08,6580.0,451.22,Tons,2969000.0
2021,211999.0,"Apples, All",998,Sum of Others,800.0,,,,,6528000.0
2021,211999.0,"Apples, All",999,State Total,8541.0,12.44,85664.0,380.15,,70137400.0
2021,217999.0,"Apricots, All",13,Contra Costa,169.0,2.8,473.0,3369.98,Tons,1594000.0
2021,217999.0,"Apricots, All",19,Fresno,1320.0,5.47,7220.0,1168.01,Tons,8433000.0
2021,217999.0,"Apricots, All",31,Kings,513.0,12.71,6520.0,1440.03,Tons,9389000.0
2021,217999.0,"Apricots, All",65,Riverside,12.0,2.42,29.0,1989.65,Tons,57700.0
2021,217999.0,"Apricots, All",69,San Benito,545.0,3.47,1890.0,788.36,Tons,1490000.0
2021,217999.0,"Apricots, All",77,San Joaquin,591.0,4.5,2660.0,971.8,Tons,2585000.0
2021,217999.0,"Apricots, All",85,Santa Clara,95.0,2.2,209.0,1794.26,Tons,375000.0
2021,217999.0,"Apricots, All",99,Stanislaus,2130.0,,,,,16283000.0
2021,217999.0,"Apricots, All",107,Tulare,968.0,9.73,9420.0,2280.04,Tons,21478000.0
2021,217999.0,"Apricots, All",998,Sum of Others,243.0,,,,,1684000.0
2021,217999.0,"Apricots, All",999,State Total,6586.0,6.75,28421.0,1597.47,Tons,63368700.0
2021,,"Aquaculture, All",25,Imperial,,,,,,22172000.0
2021,,"Aquaculture, All",41,Marin,,,,,,8208000.0
2021,,"Aquaculture, All",65,Riverside,,,,,,4873000.0
2021,,"Aquaculture, All",67,Sacramento,,,,,,18524000.0
2021,,"Aquaculture, All",998,Sum of Others,,,,,,6859000.0
2021,,"Aquaculture, All",999,State Total,,,,,,60636000.0
2021,478894.0,Fish & Fishbait,65,Riverside,,,,,,421000.0
2021,478894.0,Fish & Fishbait,999,State Total,,,,,,421000.0
2021,478899.0,Fish & Fishbait,25,Imperial,,,,,,22172000.0
2021,478899.0,Fish & Fishbait,41,Marin,,,,,,8208000.0
2021,478899.0,Fish & Fishbait,65,Riverside,,,,,,4452000.0
2021,478899.0,Fish & Fishbait,67,Sacramento,,,,,,18524000.0
