Year, Commodity Code, Crop Name, County Code, County, Harvested Acres, Yield, Production, Price P/U, Unit, Value,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
2008,198999,Field,107,Tulare ,39800,  ,  ,  ,  ,20270000,,,,,
2008,198999,Field,111,Ventura ,1376,  ,  ,  ,  ,933000,,,,,
2008,198999,Field,113,Yolo ,30416,  ,  ,  ,  ,10684000,,,,,
2008,198999,Field,991,Sum of Others ,1847,  ,  ,  ,  ,4455300,,,,,
2008,198999,Field,999, State Totals,354779,5.76,76300,100.45,    ,167658100,,,,,
2008,225999,Subtropicals,39,Madera ,6000,1.66,9960,1689.96,TON ,16832000,,,,,
2008,225999,Subtropicals,47,Merced ,1542,1.56,2413,1525.07,TONS ,3680000,,,,,
2008,225999,Subtropicals,991,Sum of Others ,613,1.51,928,4424.35,TONS ,4105800,,,,,
2008,225999,Subtropicals,999, State Totals,8155,1.63,13301,1850.82,    ,24617800,,,,,
2008,478899,,25,Imperial ,  ,  ,  ,  ,  ,10258000,,,,,
2008,478899,,47,Merced ,  ,  ,  ,  ,  ,2542000,,,,,
2008,478899,,65,Riverside ,  ,  ,  ,  ,  ,12077700,,,,,
2008,478899,,991,Sum of Others ,  ,  ,  ,  ,  ,8785400,,,,,
2008,478899,,999, State Totals,0,  ,0,  ,    ,33663100,,,,,
2008,478889,,41,Marin ,  ,  ,  ,  ,  ,2918800,,,,,
2008,478889,,999, State Totals,0,  ,0,  ,    ,2918800,,,,,
2008,867045,,991,Sum of Others ,  ,  ,  ,  ,  ,127500,,,,,
2008,867045,,999, State Totals,0,  ,0,  ,    ,127500,,,,,
2008,867055,,991,Sum of Others ,  ,  ,  ,  ,  ,483300,,,,,
2008,867055,,999, State Totals,0,  ,0,  ,    ,483300,,,,,
2008,876130,,73,San Diego ,  ,  ,  ,  ,  ,20201800,,,,,
2008,876130,,991,Sum of Others ,77,  ,  ,  ,  ,1936000,,,,,
2008,876130,,999, State Totals,77,  ,0,  ,    ,22137800,,,,,
2008,867171,,53,Monterey ,  ,  ,  ,  ,  ,364000,,,,,
2008,867171,,999, State Totals,0,  ,0,  ,    ,364000,,,,,
2008,867179,,53,Monterey ,  ,  ,  ,  ,  ,1574000,,,,,
2008,867179,,991,Sum of Others ,  ,  ,  ,  ,  ,85000,,,,,
2008,867179,,999, State Totals,0,  ,0,  ,    ,1659000,,,,,
2008,867206,,991,Sum of Others ,1,  ,  ,  ,  ,82600,,,,,
2008,867206,,999, State Totals,1,  ,0,  ,    ,82600,,,,,
2008,867209,,53,Monterey ,  ,  ,  ,  ,  ,802000,,,,,
2008,867209,,83,Santa Barbara ,  ,  ,  ,  ,  ,8945300,,,,,
2008,867209,,85,Santa Clara ,  ,  ,  ,  ,  ,1448600,,,,,
2008,867209,,111,Ventura ,  ,  ,  ,  ,  ,3795000,,,,,
2008,867209,,991,Sum of Others ,  ,  ,  ,  ,  ,569500,,,,,
2008,867209,,999, State Totals,0,  ,0,  ,    ,15560400,,,,,
2008,867999,,53,Monterey ,  ,  ,  ,  ,  ,44782000,,,,,
2008,867999,,59,Orange ,  ,  ,  ,  ,  ,952600,,,,,
2008,867999,,65,Riverside ,  ,  ,  ,  ,  ,3025400,,,,,
2008,867999,,71,San Bernardino ,5,  ,  ,  ,  ,1900,,,,,
2008,867999,,73,San Diego ,  ,  ,  ,  ,  ,47539900,,,,,
2008,867999,,75,San Francisco ,  ,  ,  ,  ,  ,484000,,,,,
2008,867999,,79,San Luis Obispo ,  ,  ,  ,  ,  ,25203000,,,,,
2008,867999,,81,San Mateo ,  ,  ,  ,  ,  ,9052000,,,,,
2008,867999,,83,Santa Barbara ,  ,  ,  ,  ,  ,43481300,,,,,
2008,867999,,85,Santa Clara ,  ,  ,  ,  ,  ,5092700,,,,,
2008,867999,,87,Santa Cruz ,  ,  ,  ,  ,  ,53069000,,,,,
2008,867999,,97,Sonoma ,  ,  ,  ,  ,  ,2750700,,,,,
2008,867999,,111,Ventura ,  ,  ,  ,  ,  ,47502000,,,,,
2008,867999,,991,Sum of Others ,14,  ,  ,  ,  ,35017600,,,,,
2008,867999,,999, State Totals,19,  ,0,  ,    ,317954100,,,,,
2008,867899,,991,Sum of Others ,31,2.19,68,898.53,TONS ,61100,,,,,
2008,867899,,999, State Totals,31,2.19,68,898.53,    ,61100,,,,,
2008,879999,,13,Contra Costa ,  ,  ,  ,  ,  ,159000,,,,,
2008,879999,,37,Los Angeles ,16,  ,  ,  ,  ,2910400,,,,,
2008,879999,,71,San Bernardino ,  ,  ,  ,  ,  ,7800600,,,,,
2008,879999,,73,San Diego ,  ,  ,  ,  ,  ,319081000,,,,,
2008,879999,,77,San Joaquin ,  ,  ,  ,  ,  ,4791000,,,,,
2008,879999,,79,San Luis Obispo ,  ,  ,  ,  ,  ,21011000,,,,,
2008,879999,,81,San Mateo ,  ,  ,  ,  ,  ,7395000,,,,,
2008,879999,,83,Santa Barbara ,  ,  ,  ,  ,  ,1867900,,,,,
2008,879999,,87,Santa Cruz ,  ,  ,  ,  ,  ,6142000,,,,,
2008,879999,,999, State Totals,16,  ,0,  ,    ,371157900,,,,,
2008,868999,,53,Monterey ,  ,  ,  ,  ,  ,541000,,,,,
2008,868999,,73,San Diego ,  ,  ,  ,  ,  ,19915500,,,,,
2008,868999,,81,San Mateo ,  ,  ,  ,  ,  ,6450000,,,,,
2008,868999,,83,Santa Barbara ,  ,  ,  ,  ,  ,71700,,,,,
2008,868999,,991,Sum of Others ,2,  ,  ,  ,  ,62200,,,,,
2008,868999,,999, State Totals,2,  ,0,  ,    ,27040400,,,,,
2008,867360,,991,Sum of Others ,  ,  ,  ,  ,  ,150000,,,,,
2008,867360,,999, State Totals,0,  ,0,  ,    ,150000,,,,,
2008,867435,,53,Monterey ,  ,  ,  ,  ,  ,709000,,,,,
2008,867435,,991,Sum of Others ,  ,  ,  ,  ,  ,3398900,,,,,
2008,867435,,999, State Totals,0,  ,0,  ,    ,4107900,,,,,
2008,867375,,991,Sum of Others ,67,  ,  ,  ,  ,462000,,,,,
2008,867375,,999, State Totals,67,  ,0,  ,    ,462000,,,,,
2008,867559,,991,Sum of Others ,  ,  ,  ,  ,  ,3573400,,,,,
2008,867559,,999, State Totals,0,  ,0,  ,    ,3573400,,,,,
2008,866605,,53,Monterey ,  ,  ,  ,  ,  ,18587000,,,,,
2008,866605,,73,San Diego ,  ,  ,  ,  ,  ,38671900,,,,,
2008,866605,,83,Santa Barbara ,  ,  ,  ,  ,  ,737300,,,,,
2008,866605,,999, State Totals,0,  ,0,  ,    ,57996200,,,,,
2008,867669,,53,Monterey ,  ,  ,  ,  ,  ,2545000,,,,,
2008,867669,,991,Sum of Others ,  ,  ,  ,  ,  ,4102700,,,,,
2008,867669,,999, State Totals,0,  ,0,  ,    ,6647700,,,,,
2008,108999,,991,Sum of Others ,30,  ,  ,  ,  ,2000,,,,,
2008,108999,,999, State Totals,30,  ,0,  ,    ,2000,,,,,
2008,933179,,15,Del Norte ,  ,  ,2900,195.00,CORD ,565500,,,,,
2008,933179,,19,Fresno ,  ,  ,1098,96.54,CORD ,106000,,,,,
2008,933179,,21,Glenn ,  ,  ,860,115.00,CORD ,98900,,,,,
2008,933179,,29,Kern ,  ,  ,1100,283.64,CORD ,312000,,,,,
2008,933179,,31,Kings ,  ,  ,610,103.28,CORD ,63000,,,,,
2008,933179,,39,Madera ,  ,  ,9053,158.18,CORD ,1432000,,,,,
2008,933179,,47,Merced ,  ,  ,21235,161.67,CORD ,3433000,,,,,
2008,933179,,49,Modoc ,  ,  ,5500,100.36,CORD ,552000,,,,,
2008,933179,,73,San Diego ,  ,  ,  ,  ,  ,750000,,,,,
2008,933179,,99,Stanislaus ,  ,  ,24400,150.00,CORD ,3660000,,,,,
2008,933179,,109,Tuolumne ,  ,  ,  ,  ,  ,1500000,,,,,
2008,933179,,991,Sum of Others ,  ,  ,  ,  ,  ,16000,,,,,
2008,933179,,999, State Totals,0,  ,66756,153.13,    ,12488400,,,,,
2008,939999,,7,Butte ,  ,  ,  ,  ,  ,7000,,,,,
2008,939999,,15,Del Norte ,  ,  ,  ,  ,  ,604000,,,,,
2008,939999,,89,Shasta ,  ,  ,  ,  ,  ,23246000,,,,,
2008,939999,,999, State Totals,0,  ,0,  ,    ,23857000,,,,,
2008,218899,Other Deciduous,1,Alameda ,295,  ,  ,  ,  ,186000,,,,,
2008,218899,Other Deciduous,5,Amador ,10,  ,  ,  ,  ,14300,,,,,
2008,218899,Other Deciduous,7,Butte ,3266,  ,  ,  ,  ,9924000,,,,,
2008,218899,Other Deciduous,9,Calaveras ,  ,  ,  ,  ,  ,126000,,,,,
2008,218899,Other Deciduous,11,Colusa ,3530,  ,  ,  ,  ,12460000,,,,,
2008,218899,Other Deciduous,13,Contra Costa ,159,  ,  ,  ,  ,932000,,,,,
2008,218899,Other Deciduous,17,El Dorado ,  ,  ,  ,  ,  ,561000,,,,,
2008,218899,Other Deciduous,19,Fresno ,11300,  ,  ,  ,  ,66736000,,,,,
2008,218899,Other Deciduous,23,Humboldt ,  ,  ,  ,  ,  ,760000,,,,,
2008,218899,Other Deciduous,27,Inyo ,30,  ,  ,  ,  ,140000,,,,,
2008,218899,Other Deciduous,29,Kern ,12600,5.96,75100,1043.05,TON ,78333000,,,,,
2008,218899,Other Deciduous,31,Kings ,4751,  ,  ,  ,  ,33840000,,,,,
2008,218899,Other Deciduous,33,Lake ,35,  ,  ,  ,  ,78500,,,,,
2008,218899,Other Deciduous,37,Los Angeles ,  ,  ,  ,  ,  ,500,,,,,
2008,218899,Other Deciduous,45,Mendocino ,343,  ,  ,  ,  ,1800000,,,,,
2008,218899,Other Deciduous,53,Monterey ,195,8.36,1630,1068.71,TON ,1742000,,,,,
2008,218899,Other Deciduous,55,Napa ,  ,  ,  ,  ,  ,187900,,,,,
2008,218899,Other Deciduous,57,Nevada ,  ,  ,  ,  ,  ,377400,,,,,
2008,218899,Other Deciduous,61,Placer ,  ,  ,  ,  ,  ,200000,,,,,
2008,218899,Other Deciduous,63,Plumas ,  ,  ,  ,  ,  ,250000,,,,,
2008,218899,Other Deciduous,67,Sacramento ,1237,  ,  ,  ,  ,4391000,,,,,
2008,218899,Other Deciduous,69,San Benito ,196,  ,  ,  ,  ,5243000,,,,,
2008,218899,Other Deciduous,77,San Joaquin ,710,  ,  ,  ,  ,19745000,,,,,
2008,218899,Other Deciduous,79,San Luis Obispo ,2083,  ,  ,  ,  ,13838000,,,,,
2008,218899,Other Deciduous,81,San Mateo ,51,  ,  ,  ,  ,240000,,,,,
2008,218899,Other Deciduous,85,Santa Clara ,166,  ,  ,  ,  ,400000,,,,,
2008,218899,Other Deciduous,87,Santa Cruz ,326,  ,  ,  ,  ,326000,,,,,
2008,218899,Other Deciduous,91,Sierra ,  ,  ,  ,  ,  ,30000,,,,,
2008,218899,Other Deciduous,97,Sonoma ,  ,  ,  ,  ,  ,488500,,,,,
2008,218899,Other Deciduous,99,Stanislaus ,1694,  ,  ,  ,  ,10983000,,,,,
2008,218899,Other Deciduous,105,Trinity ,  ,  ,19,5263.16,TON ,100000,,,,,
2008,218899,Other Deciduous,107,Tulare ,1907,  ,  ,  ,  ,12979000,,,,,
2008,218899,Other Deciduous,109,Tuolumne ,  ,  ,  ,  ,  ,376400,,,,,
2008,218899,Other Deciduous,111,Ventura ,936,  ,  ,  ,  ,8495000,,,,,
2008,218899,Other Deciduous,113,Yolo ,1529,  ,  ,  ,  ,7384000,,,,,
2008,218899,Other Deciduous,991,Sum of Others ,1239,0.42,523,19787.57,TONS ,10348900,,,,,
2008,218899,Other Deciduous,999, State Totals,48588,5.50,77272,1171.50,    ,304016400,,,,,
2008,636999,,99,Stanislaus ,  ,  ,  ,  ,  ,2579000,,,,,
2008,636999,,991,Sum of Others ,  ,  ,  ,  ,  ,322000,,,,,
2008,636999,,999, State Totals,0,  ,0,  ,    ,2901000,,,,,
2008,335999,Onions & Garlic,19,Fresno ,20200,9.45,190900,888.20,TONS ,169557000,,,,,
2008,335999,Onions & Garlic,29,Kern ,2952,8.88,26200,586.15,TON ,15357000,,,,,
2008,335999,Onions & Garlic,31,Kings ,1835,10.43,19132,247.60,TONS ,4737000,,,,,
2008,335999,Onions & Garlic,51,Mono ,65,  ,  ,  ,  ,280000,,,,,
2008,335999,Onions & Garlic,85,Santa Clara ,297,6.00,1782,571.27,TONS ,1018000,,,,,
2008,335999,Onions & Garlic,991,Sum of Others ,309,7.34,2269,859.41,TONS ,1950000,,,,,
2008,335999,Onions & Garlic,999, State Totals,25658,9.39,240283,801.63,    ,192899000,,,,,
2008,631999,,991,Sum of Others ,  ,  ,  ,  ,  ,200,,,,,
2008,631999,,999, State Totals,0,  ,0,  ,    ,200,,,,,
2008,449999,,5,Amador ,  ,  ,  ,  ,  ,200600,,,,,
2008,449999,,17,El Dorado ,  ,  ,  ,  ,  ,525000,,,,,
2008,449999,,991,Sum of Others ,  ,  ,  ,  ,  ,1070000,,,,,
2008,449999,,999, State Totals,0,  ,0,  ,    ,1795600,,,,,
2008,478119,,31,Kings ,  ,  ,36229,36.30,CWT ,1315000,,,,,
2008,478119,,47,Merced ,  ,  ,60126,34.99,CWT ,2104000,,,,,
2008,478119,,99,Stanislaus ,  ,  ,36342,34.86,CWT ,1267000,,,,,
2008,478119,,991,Sum of Others ,  ,  ,  ,  ,  ,416900,,,,,
2008,478119,,999, State Totals,0,  ,132697,35.31,    ,5102900,,,,,
2008,202999,Subtropicals,25,Imperial ,670,3.17,2124,357.82,TONS ,760000,,,,,
2008,202999,Subtropicals,29,Kern ,700,14.50,10150,619.21,TON ,6285000,,,,,
2008,202999,Subtropicals,65,Riverside ,5312,15.81,83971,387.67,TONS ,32553200,,,,,
2008,202999,Subtropicals,71,San Bernardino ,150,9.00,1350,335.04,TON ,452300,,,,,
2008,202999,Subtropicals,73,San Diego ,2217,12.70,28156,233.00,TON ,6560300,,,,,
2008,202999,Subtropicals,107,Tulare ,1060,12.36,13100,503.97,TON ,6602000,,,,,
2008,202999,Subtropicals,111,Ventura ,106,8.49,900,273.33,TONS ,246000,,,,,
2008,202999,Subtropicals,991,Sum of Others ,1,8.00,8,262.50,TONS ,2100,,,,,
2008,202999,Subtropicals,999, State Totals,10216,13.68,139759,382.52,    ,53460900,,,,,
2008,216399,,19,Fresno ,110859,2.44,270000,1145.00,TONS ,309150000,,,,,
2008,216399,,29,Kern ,7663,1.46,11220,1139.75,TON ,12788000,,,,,
2008,216399,,31,Kings ,1710,2.99,5113,1259.93,TONS ,6442000,,,,,
2008,216399,,39,Madera ,21000,2.99,62790,1073.01,TON ,67374000,,,,,
2008,216399,,47,Merced ,607,2.00,1214,971.99,TONS ,1180000,,,,,
2008,216399,,107,Tulare ,7100,15.46,109760,236.73,TON ,25984000,,,,,
2008,216399,,999, State Totals,148939,3.09,460097,919.19,    ,422918000,,,,,
2008,216199,,19,Fresno ,12720,11.82,150300,1018.44,TONS ,153071000,,,,,
2008,216199,,29,Kern ,28407,10.16,288500,1522.88,TON ,439352000,,,,,
2008,216199,,31,Kings ,947,9.23,8741,1099.99,TONS ,9615000,,,,,
2008,216199,,39,Madera ,3350,7.66,25671,1022.94,TON ,26260000,,,,,
2008,216199,,65,Riverside ,8571,7.23,61998,1497.52,TONS ,92843300,,,,,
2008,216199,,71,San Bernardino ,4,0.50,2,6000.00,TON ,12000,,,,,
2008,216199,,77,San Joaquin ,975,4.42,4310,289.10,TON ,1246000,,,,,
2008,216199,,107,Tulare ,29572,9.69,286600,1385.43,TON ,397064000,,,,,
2008,216199,,991,Sum of Others ,7,3.29,23,2104.35,TONS ,48400,,,,,
2008,216199,,999, State Totals,84553,9.77,826145,1355.10,    ,1119511700,,,,,
2008,216999,,13,Contra Costa ,1980,3.97,7860,732.06,TONS ,5754000,,,,,
2008,216999,,21,Glenn ,1233,7.60,9371,643.05,TONS ,6026000,,,,,
2008,216999,,37,Los Angeles ,400,3.13,1250,2214.32,TONS ,2767900,,,,,
2008,216999,,71,San Bernardino ,160,2.00,320,1310.00,TON ,419200,,,,,
2008,216999,,99,Stanislaus ,493,11.40,5620,843.95,TON ,4743000,,,,,
2008,216999,,103,Tehama ,219,1.50,329,1076.29,TONS ,354100,,,,,
2008,216999,,991,Sum of Others ,302,4.53,1368,2530.48,TONS ,3461700,,,,,
2008,216999,,999, State Totals,4787,5.46,26118,900.75,    ,23525900,,,,,
2008,216299,,1,Alameda ,2526,3.73,9417,911.76,TONS ,8586000,,,,,
2008,216299,,5,Amador ,3754,3.20,12013,1238.98,TONS ,14883900,,,,,
2008,216299,,9,Calaveras ,600,1.95,1170,1100.00,TONS ,1287000,,,,,
2008,216299,,17,El Dorado ,1901,2.20,4182,1250.38,TONS ,5229100,,,,,
2008,216299,,19,Fresno ,69631,14.94,1040100,250.93,TONS ,260990000,,,,,
2008,216299,,29,Kern ,36830,11.18,411800,265.52,TON ,109340000,,,,,
2008,216299,,31,Kings ,3831,9.74,37306,245.72,TONS ,9167000,,,,,
2008,216299,,33,Lake ,8004,3.50,27974,1223.53,TONS ,34227000,,,,,
2008,216299,,39,Madera ,55200,10.06,555466,250.29,TON ,139027000,,,,,
2008,216299,,41,Marin ,195,1.02,199,3537.19,TONS ,703900,,,,,
2008,216299,,43,Mariposa ,100,1.48,148,1175.68,TONS ,174000,,,,,
2008,216299,,45,Mendocino ,16400,2.79,45779,1355.36,TONS ,62047200,,,,,
2008,216299,,47,Merced ,11075,9.73,107757,315.40,TONS ,33987000,,,,,
2008,216299,,53,Monterey ,40144,5.01,201000,1185.90,TON ,238366000,,,,,
2008,216299,,55,Napa ,42870,2.70,115864,3451.57,TONS ,399913100,,,,,
2008,216299,,57,Nevada ,402,2.96,1189,1280.82,TONS ,1522900,,,,,
2008,216299,,61,Placer ,212,2.31,490,1015.71,TONS ,497700,,,,,
2008,216299,,65,Riverside ,2165,1.85,4005,1121.07,TONS ,4489900,,,,,
2008,216299,,67,Sacramento ,24464,5.36,131125,513.80,TON ,67372000,,,,,
2008,216299,,69,San Benito ,3806,3.30,12560,1107.01,TON ,13904000,,,,,
2008,216299,,71,San Bernardino ,171,3.89,665,1008.27,TON ,670500,,,,,
2008,216299,,73,San Diego ,365,1.70,621,1020.13,TON ,633500,,,,,
2008,216299,,77,San Joaquin ,89025,5.28,470060,469.39,TON ,220643000,,,,,
2008,216299,,79,San Luis Obispo ,34622,2.99,103507,1199.20,TONS ,124126000,,,,,
2008,216299,,81,San Mateo ,96,  ,  ,  ,  ,481000,,,,,
2008,216299,,83,Santa Barbara ,21643,2.86,61797,1394.05,TONS ,86148100,,,,,
2008,216299,,85,Santa Clara ,1510,3.00,4530,1426.05,TONS ,6460000,,,,,
2008,216299,,87,Santa Cruz ,612,1.93,1181,2488.57,TON ,2939000,,,,,
2008,216299,,95,Solano ,4002,3.53,14137,782.68,TONS ,11064700,,,,,
2008,216299,,97,Sonoma ,55431,3.05,168992,2255.09,TONS ,381092000,,,,,
2008,216299,,105,Trinity ,114,  ,  ,  ,  ,237300,,,,,
2008,216299,,107,Tulare ,21728,11.94,259420,250.51,TON ,64987000,,,,,
2008,216299,,113,Yolo ,12002,6.45,77402,542.70,TONS ,42006000,,,,,
2008,216299,,115,Yuba ,91,1.27,116,4948.28,TONS ,574000,,,,,
2008,216299,,999, State Totals,565522,6.87,3881972,604.60,    ,2347776800,,,,,
2008,381999,Truck Crops,111,Ventura ,1073,7.05,7560,2406.22,TONS ,18191000,,,,,
2008,381999,Truck Crops,991,Sum of Others ,1971,1.72,3398,1675.84,TONS ,5694500,,,,,
2008,381999,Truck Crops,999, State Totals,3044,3.60,10958,2179.73,    ,23885500,,,,,
2008,228019,Subtropicals,991,Sum of Others ,216,2.03,439,2263.33,TONS ,993600,,,,,
2008,228019,Subtropicals,999, State Totals,216,2.03,439,2263.33,    ,993600,,,,,
2008,181999,Alfalfa,1,Alameda ,495,5.32,2635,203.04,TONS ,535000,,,,,
2008,181999,Alfalfa,5,Amador ,289,6.70,1936,200.05,TONS ,387300,,,,,
2008,181999,Alfalfa,7,Butte ,1716,7.20,12355,174.99,TONS ,2162000,,,,,
2008,181999,Alfalfa,11,Colusa ,11800,7.81,92110,177.10,TONS ,16313000,,,,,
2008,181999,Alfalfa,13,Contra Costa ,3590,5.71,20500,184.00,TONS ,3772000,,,,,
2008,181999,Alfalfa,19,Fresno ,89600,7.67,687000,202.00,TONS ,138774000,,,,,
2008,181999,Alfalfa,21,Glenn ,16068,6.75,108459,186.00,TONS ,20173000,,,,,
2008,181999,Alfalfa,25,Imperial ,119243,6.48,772695,193.02,TONS ,149146000,,,,,
2008,181999,Alfalfa,27,Inyo ,3000,6.00,18000,215.00,TONS ,3870000,,,,,
2008,181999,Alfalfa,29,Kern ,155000,8.65,1341000,211.09,TON ,283074000,,,,,
2008,181999,Alfalfa,31,Kings ,75941,6.51,494376,208.00,TONS ,102830000,,,,,
2008,181999,Alfalfa,35,Lassen ,26500,4.57,121105,196.80,TONS ,23833700,,,,,
2008,181999,Alfalfa,37,Los Angeles ,5698,8.75,49861,207.76,TONS ,10359100,,,,,
2008,181999,Alfalfa,39,Madera ,33400,7.05,235470,205.00,TONS ,48271000,,,,,
2008,181999,Alfalfa,47,Merced ,84523,7.25,612776,211.97,TONS ,129889000,,,,,
2008,181999,Alfalfa,49,Modoc ,34400,5.30,182320,200.00,TONS ,36464000,,,,,
2008,181999,Alfalfa,51,Mono ,10500,6.00,63000,215.00,TONS ,13545000,,,,,
2008,181999,Alfalfa,53,Monterey ,200,5.70,1140,230.70,TON ,263000,,,,,
2008,181999,Alfalfa,63,Plumas ,5500,3.00,16500,155.00,TON ,2557500,,,,,
2008,181999,Alfalfa,65,Riverside ,55988,7.90,442305,179.00,TONS ,79172600,,,,,
2008,181999,Alfalfa,67,Sacramento ,10238,6.40,65500,181.21,TON ,11869000,,,,,
2008,181999,Alfalfa,71,San Bernardino ,7185,7.44,53426,235.67,TON ,12590800,,,,,
2008,181999,Alfalfa,77,San Joaquin ,68500,6.91,473000,201.00,TON ,95073000,,,,,
2008,181999,Alfalfa,79,San Luis Obispo ,2119,6.42,13604,236.99,TONS ,3224000,,,,,
2008,181999,Alfalfa,83,Santa Barbara ,596,7.16,4267,204.03,TONS ,870600,,,,,
2008,181999,Alfalfa,85,Santa Clara ,556,7.30,4059,248.09,TONS ,1007000,,,,,
2008,181999,Alfalfa,89,Shasta ,3000,5.20,15600,177.00,TONS ,2761200,,,,,
2008,181999,Alfalfa,91,Sierra ,2000,2.40,4800,130.00,TON ,624000,,,,,
2008,181999,Alfalfa,93,Siskiyou ,54327,5.25,285217,200.00,TON ,57043400,,,,,
2008,181999,Alfalfa,95,Solano ,30599,6.95,212663,201.68,TONS ,42889900,,,,,
2008,181999,Alfalfa,99,Stanislaus ,35330,8.07,285000,238.00,TON ,67830000,,,,,
2008,181999,Alfalfa,101,Sutter ,8444,7.11,60037,198.19,TONS ,11898700,,,,,
2008,181999,Alfalfa,103,Tehama ,3798,6.40,24307,186.00,TONS ,4521100,,,,,
2008,181999,Alfalfa,107,Tulare ,102000,9.50,969000,213.00,TON ,206397000,,,,,
2008,181999,Alfalfa,113,Yolo ,56710,6.84,387896,189.24,TONS ,73406000,,,,,
2008,181999,Alfalfa,991,Sum of Others ,320,7.72,2470,64.21,TONS ,158600,,,,,
2008,181999,Alfalfa,999, State Totals,1119173,7.27,8136389,203.72,    ,1657555500,,,,,
2008,188499,,5,Amador ,1545,  ,  ,  ,  ,334000,,,,,
2008,188499,,9,Calaveras ,200,1.00,200,140.00,TONS ,28000,,,,,
2008,188499,,11,Colusa ,3500,1.40,4900,125.10,TONS ,613000,,,,,
2008,188499,,13,Contra Costa ,1540,2.76,4250,152.94,TONS ,650000,,,,,
2008,188499,,15,Del Norte ,600,2.80,1680,160.00,TONS ,268800,,,,,
2008,188499,,29,Kern ,32000,3.84,122900,180.03,TON ,22126000,,,,,
2008,188499,,31,Kings ,4515,4.76,21478,100.89,TONS ,2167000,,,,,
2008,188499,,35,Lassen ,8500,3.67,31210,146.59,TONS ,4575000,,,,,
2008,188499,,37,Los Angeles ,3504,3.49,12246,189.57,TONS ,2321500,,,,,
2008,188499,,39,Madera ,5200,2.08,10812,162.97,TON ,1762000,,,,,
2008,188499,,41,Marin ,380,2.20,836,173.92,TONS ,145400,,,,,
2008,188499,,47,Merced ,38820,4.02,156011,167.42,TONS ,26119000,,,,,
2008,188499,,49,Modoc ,10050,3.00,30150,150.00,TONS ,4522500,,,,,
2008,188499,,53,Monterey ,3088,1.97,6080,119.08,TON ,724000,,,,,
2008,188499,,55,Napa ,157,2.00,314,190.13,TONS ,59700,,,,,
2008,188499,,61,Placer ,752,1.44,1080,118.24,TONS ,127700,,,,,
2008,188499,,63,Plumas ,700,1.50,1050,120.00,TON ,126000,,,,,
2008,188499,,65,Riverside ,1571,1.00,1571,153.02,TONS ,240400,,,,,
2008,188499,,67,Sacramento ,5669,3.10,17580,165.81,TON ,2915000,,,,,
2008,188499,,69,San Benito ,13490,1.85,24957,181.99,TON ,4542000,,,,,
2008,188499,,73,San Diego ,1000,1.30,1300,92.00,TON ,119600,,,,,
2008,188499,,79,San Luis Obispo ,11275,1.62,18266,204.97,TONS ,3744000,,,,,
2008,188499,,81,San Mateo ,278,3.39,942,176.22,TON ,166000,,,,,
2008,188499,,83,Santa Barbara ,4862,2.87,13954,167.19,TONS ,2333000,,,,,
2008,188499,,85,Santa Clara ,4143,  ,  ,  ,  ,1275000,,,,,
2008,188499,,91,Sierra ,600,2.40,1440,115.00,TON ,165600,,,,,
2008,188499,,95,Solano ,14178,2.97,42155,160.54,TONS ,6767400,,,,,
2008,188499,,97,Sonoma ,4896,1.69,8269,180.83,TONS ,1495300,,,,,
2008,188499,,101,Sutter ,1952,2.38,4646,150.69,TONS ,700100,,,,,
2008,188499,,103,Tehama ,4551,2.30,10467,150.00,TONS ,1570100,,,,,
2008,188499,,105,Trinity ,275,2.20,605,80.99,TON ,49000,,,,,
2008,188499,,113,Yolo ,16813,3.21,53969,179.12,TONS ,9667000,,,,,
2008,188499,,991,Sum of Others ,5425,1.82,9892,167.77,TONS ,1659600,,,,,
2008,188499,,999, State Totals,206029,3.07,615210,166.56,    ,104078700,,,,,
2008,195299,Field,65,Riverside ,9592,13.87,133070,35.85,TONS ,4770600,,,,,
2008,195299,Field,71,San Bernardino ,4090,24.77,101315,42.73,TON ,4328800,,,,,
2008,195299,Field,73,San Diego ,85,22.00,1870,27.01,TON ,50500,,,,,
2008,195299,Field,97,Sonoma ,248,7.32,1815,26.61,TONS ,48300,,,,,
2008,195299,Field,991,Sum of Others ,2200,30.00,66000,20.00,TONS ,1320000,,,,,
2008,195299,Field,999, State Totals,16215,18.75,304070,34.59,    ,10518200,,,,,
2008,188999,Field,1,Alameda ,3795,1.59,6020,110.30,TONS ,664000,,,,,
2008,188999,Field,3,Alpine ,8,2.00,16,137.50,TONS ,2200,,,,,
2008,188999,Field,5,Amador ,331,  ,  ,  ,  ,166300,,,,,
2008,188999,Field,9,Calaveras ,40,1.50,60,150.00,TONS ,9000,,,,,
2008,188999,Field,15,Del Norte ,1830,2.30,4209,135.00,TONS ,568200,,,,,
2008,188999,Field,17,El Dorado ,216,1.30,281,134.88,TONS ,37900,,,,,
2008,188999,Field,19,Fresno ,42100,4.49,189000,162.00,TONS ,30618000,,,,,
2008,188999,Field,21,Glenn ,2793,2.10,5865,135.04,TONS ,792000,,,,,
2008,188999,Field,23,Humboldt ,2200,3.00,6600,116.00,TONS ,765600,,,,,
2008,188999,Field,25,Imperial ,69331,6.65,460864,163.93,TONS ,75550000,,,,,
